word 	 start 	 end 	 duration 	 confidence 	 file 
the 	 30.04 	 30.26 	 0.22000000000000242 	 0.995 	  Main2 
man 	 30.26 	 30.48 	 0.21999999999999886 	 0.98 	  Main2 
the 	 30.48 	 30.62 	 0.14000000000000057 	 0.968 	  Main2 
ignition 	 30.62 	 31 	 0.379999999999999 	 0.973 	  Main2 
key. 	 31 	 31.6 	 0.6000000000000014 	 0.994 	  Main2 
The 	 31.82 	 31.98 	 0.16000000000000014 	 0.762 	  Main2 
attendant 	 31.98 	 32.38 	 0.40000000000000213 	 0.996 	  Main2 
vaulted 	 32.38 	 32.92 	 0.5399999999999991 	 0.919 	  Main2 
into 	 32.92 	 33.12 	 0.19999999999999574 	 0.962 	  Main2 
the 	 33.12 	 33.34 	 0.22000000000000597 	 0.957 	  Main2 
car. 	 33.34 	 33.9 	 0.5599999999999952 	 0.993 	  Main2 
Backed 	 34.18 	 34.58 	 0.3999999999999986 	 0.923 	  Main2 
up 	 34.58 	 34.84 	 0.2600000000000051 	 0.884 	  Main2 
with 	 34.84 	 35.04 	 0.19999999999999574 	 0.993 	  Main2 
insulin 	 35.04 	 35.44 	 0.3999999999999986 	 0.649 	  Main2 
skill 	 35.44 	 35.96 	 0.5200000000000031 	 0.93 	  Main2 
and 	 35.96 	 36.54 	 0.5799999999999983 	 0.621 	  Main2 
put 	 36.54 	 36.68 	 0.14000000000000057 	 0.995 	  Main2 
it 	 36.68 	 36.92 	 0.240000000000002 	 0.997 	  Main2 
where 	 36.92 	 37.08 	 0.1599999999999966 	 0.893 	  Main2 
it 	 37.08 	 37.24 	 0.1600000000000037 	 0.998 	  Main2 
belonged. 	 37.24 	 37.66 	 0.4199999999999946 	 0.994 	  Main2 
There's 	 38.5 	 38.78 	 0.28000000000000114 	 0.739 	  Main2 
so 	 38.78 	 39.02 	 0.240000000000002 	 0.944 	  Main2 
damn 	 39.02 	 39.2 	 0.17999999999999972 	 0.959 	  Main2 
cocky. 	 39.2 	 39.76 	 0.5599999999999952 	 0.935 	  Main2 
Thought 	 40.26 	 40.46 	 0.20000000000000284 	 0.913 	  Main2 
Michael 	 40.46 	 40.72 	 0.259999999999998 	 0.959 	  Main2 
Smith. 	 40.72 	 41.26 	 0.5399999999999991 	 0.967 	  Main2 
Walking 	 41.84 	 42 	 0.1599999999999966 	 0.758 	  Main2 
along 	 42 	 42.34 	 0.3400000000000034 	 0.974 	  Main2 
Main 	 42.34 	 42.56 	 0.21999999999999886 	 0.741 	  Main2 
Street. 	 42.56 	 42.94 	 0.37999999999999545 	 0.947 	  Main2 
They 	 43.58 	 43.76 	 0.17999999999999972 	 0.99 	  Main2 
think 	 43.76 	 43.94 	 0.17999999999999972 	 0.997 	  Main2 
they 	 43.94 	 44.1 	 0.1600000000000037 	 0.998 	  Main2 
know 	 44.1 	 44.26 	 0.1599999999999966 	 0.997 	  Main2 
everything. 	 44.26 	 44.7 	 0.44000000000000483 	 0.998 	  Main2 
Once 	 45.26 	 45.5 	 0.240000000000002 	 0.954 	  Main2 
he 	 45.5 	 45.64 	 0.14000000000000057 	 0.997 	  Main2 
had 	 45.64 	 45.82 	 0.17999999999999972 	 0.94 	  Main2 
tried 	 45.82 	 45.98 	 0.1599999999999966 	 0.998 	  Main2 
to 	 45.98 	 46.18 	 0.20000000000000284 	 0.996 	  Main2 
take 	 46.18 	 46.3 	 0.11999999999999744 	 0.996 	  Main2 
his 	 46.3 	 46.48 	 0.17999999999999972 	 0.996 	  Main2 
chains 	 46.48 	 46.78 	 0.30000000000000426 	 0.983 	  Main2 
off 	 46.78 	 47.18 	 0.3999999999999986 	 0.925 	  Main2 
outside 	 47.18 	 47.58 	 0.3999999999999986 	 0.953 	  Main2 
new 	 47.58 	 47.84 	 0.2600000000000051 	 0.407 	  Main2 
milkford. 	 47.84 	 48.26 	 0.4199999999999946 	 0.22 	  Main2 
And 	 48.68 	 48.88 	 0.20000000000000284 	 0.94 	  Main2 
he 	 48.88 	 49 	 0.11999999999999744 	 0.996 	  Main2 
had 	 49 	 49.22 	 0.21999999999999886 	 0.991 	  Main2 
got 	 49.22 	 49.34 	 0.12000000000000455 	 0.913 	  Main2 
them 	 49.34 	 49.56 	 0.21999999999999886 	 0.998 	  Main2 
wound 	 49.56 	 49.82 	 0.259999999999998 	 0.671 	  Main2 
around 	 49.82 	 50.08 	 0.259999999999998 	 0.997 	  Main2 
the 	 50.08 	 50.26 	 0.17999999999999972 	 0.999 	  Main2 
axles. 	 50.26 	 50.8 	 0.5399999999999991 	 0.861 	  Main2 
A 	 51.22 	 51.38 	 0.1600000000000037 	 0.678 	  Main2 
man 	 51.38 	 51.64 	 0.259999999999998 	 0.998 	  Main2 
had 	 51.64 	 51.82 	 0.17999999999999972 	 0.995 	  Main2 
had 	 51.82 	 51.94 	 0.11999999999999744 	 0.975 	  Main2 
to 	 51.94 	 52.1 	 0.1600000000000037 	 0.965 	  Main2 
come 	 52.1 	 52.26 	 0.1599999999999966 	 0.997 	  Main2 
out 	 52.26 	 52.52 	 0.2600000000000051 	 0.993 	  Main2 
in 	 52.52 	 52.7 	 0.17999999999999972 	 0.946 	  Main2 
a 	 52.7 	 52.78 	 0.0799999999999983 	 0.933 	  Main2 
wrecking 	 52.78 	 53.14 	 0.35999999999999943 	 0.977 	  Main2 
car 	 53.14 	 53.42 	 0.28000000000000114 	 0.998 	  Main2 
and 	 53.42 	 53.68 	 0.259999999999998 	 0.812 	  Main2 
unwind 	 53.68 	 54.12 	 0.4399999999999977 	 0.865 	  Main2 
them. 	 54.12 	 54.38 	 0.2600000000000051 	 0.837 	  Main2 
A 	 54.86 	 54.98 	 0.11999999999999744 	 0.981 	  Main2 
young 	 54.98 	 55.26 	 0.28000000000000114 	 0.998 	  Main2 
grinning 	 55.26 	 55.72 	 0.46000000000000085 	 0.834 	  Main2 
garage 	 55.72 	 56.1 	 0.38000000000000256 	 0.845 	  Main2 
man. 	 56.1 	 56.44 	 0.3399999999999963 	 0.484 	  Main2 
Since 	 56.84 	 57.16 	 0.3199999999999932 	 0.949 	  Main2 
then, 	 57.16 	 57.44 	 0.28000000000000114 	 0.995 	  Main2 
Mrs. 	 57.66 	 57.72 	 0.060000000000002274 	 0.331 	  Main2 
Smith 	 57.86 	 58.24 	 0.38000000000000256 	 0.99 	  Main2 
always 	 58.24 	 58.58 	 0.3399999999999963 	 0.96 	  Main2 
made 	 58.58 	 58.76 	 0.17999999999999972 	 0.993 	  Main2 
him 	 58.76 	 58.98 	 0.21999999999999886 	 0.993 	  Main2 
drive 	 58.98 	 59.28 	 0.30000000000000426 	 0.957 	  Main2 
to 	 59.28 	 59.48 	 0.19999999999999574 	 0.973 	  Main2 
a 	 59.48 	 59.6 	 0.12000000000000455 	 0.984 	  Main2 
garage 	 59.6 	 60.04 	 0.4399999999999977 	 0.997 	  Main2 
to 	 60.04 	 60.28 	 0.240000000000002 	 0.741 	  Main2 
have 	 60.28 	 60.46 	 0.17999999999999972 	 0.971 	  Main2 
the 	 60.46 	 60.64 	 0.17999999999999972 	 0.932 	  Main2 
chains 	 60.64 	 60.94 	 0.29999999999999716 	 0.927 	  Main2 
taken 	 60.94 	 61.24 	 0.30000000000000426 	 0.979 	  Main2 
off. 	 61.24 	 61.48 	 0.23999999999999488 	 0.961 	  Main2 
The 	 61.98 	 62.12 	 0.14000000000000057 	 0.975 	  Main2 
next 	 62.12 	 62.4 	 0.28000000000000114 	 0.998 	  Main2 
time 	 62.4 	 62.7 	 0.30000000000000426 	 0.997 	  Main2 
he 	 62.7 	 62.92 	 0.21999999999999886 	 0.983 	  Main2 
thought, 	 62.92 	 63.36 	 0.4399999999999977 	 0.994 	  Main2 
I'll 	 63.82 	 63.94 	 0.11999999999999744 	 0.958 	  Main2 
wear 	 63.94 	 64.1 	 0.1599999999999966 	 0.992 	  Main2 
my 	 64.1 	 64.32 	 0.21999999999999886 	 0.996 	  Main2 
right 	 64.32 	 64.6 	 0.28000000000000114 	 0.977 	  Main2 
arm 	 64.6 	 64.82 	 0.21999999999999886 	 0.999 	  Main2 
in 	 64.82 	 65.02 	 0.20000000000000284 	 0.93 	  Main2 
a 	 65.02 	 65.14 	 0.12000000000000455 	 0.994 	  Main2 
sling. 	 65.14 	 65.46 	 0.3199999999999932 	 0.953 	  Main2 
They 	 66.08 	 66.26 	 0.18000000000000682 	 0.694 	  Main2 
won't 	 66.26 	 66.56 	 0.29999999999999716 	 0.994 	  Main2 
grin 	 66.56 	 66.74 	 0.1799999999999926 	 0.976 	  Main2 
at 	 66.74 	 66.9 	 0.1600000000000108 	 0.652 	  Main2 
me 	 66.9 	 67.04 	 0.14000000000000057 	 0.998 	  Main2 
then. 	 67.04 	 67.26 	 0.21999999999999886 	 0.916 	  Main2 
I'll 	 67.68 	 67.94 	 0.2599999999999909 	 0.997 	  Main2 
have 	 67.94 	 68.06 	 0.12000000000000455 	 0.999 	  Main2 
my 	 68.06 	 68.28 	 0.21999999999999886 	 0.997 	  Main2 
right 	 68.28 	 68.56 	 0.28000000000000114 	 0.998 	  Main2 
arm 	 68.56 	 68.84 	 0.28000000000000114 	 0.999 	  Main2 
in 	 68.84 	 69.1 	 0.2599999999999909 	 0.996 	  Main2 
a 	 69.1 	 69.22 	 0.12000000000000455 	 0.997 	  Main2 
sling 	 69.22 	 69.54 	 0.3200000000000074 	 0.997 	  Main2 
and 	 69.54 	 69.7 	 0.1599999999999966 	 0.779 	  Main2 
they'll 	 69.7 	 69.98 	 0.28000000000000114 	 0.977 	  Main2 
see 	 69.98 	 70.2 	 0.21999999999999886 	 0.996 	  Main2 
I 	 70.2 	 70.36 	 0.1599999999999966 	 0.961 	  Main2 
couldn't 	 70.36 	 70.78 	 0.4200000000000017 	 0.994 	  Main2 
possibly 	 70.78 	 71.02 	 0.23999999999999488 	 0.997 	  Main2 
take 	 71.02 	 71.3 	 0.28000000000000114 	 0.995 	  Main2 
the 	 71.3 	 71.5 	 0.20000000000000284 	 0.988 	  Main2 
chains 	 71.5 	 71.74 	 0.23999999999999488 	 0.993 	  Main2 
off 	 71.74 	 71.96 	 0.21999999999999886 	 0.994 	  Main2 
myself. 	 71.96 	 72.28 	 0.3200000000000074 	 0.945 	  Main2 
He 	 72.88 	 73.08 	 0.20000000000000284 	 0.988 	  Main2 
kicked 	 73.08 	 73.38 	 0.29999999999999716 	 0.982 	  Main2 
at 	 73.38 	 73.58 	 0.20000000000000284 	 0.991 	  Main2 
the 	 73.58 	 73.78 	 0.20000000000000284 	 0.998 	  Main2 
slush 	 73.78 	 74.16 	 0.37999999999999545 	 0.985 	  Main2 
on 	 74.16 	 74.34 	 0.18000000000000682 	 0.996 	  Main2 
the 	 74.34 	 74.52 	 0.1799999999999926 	 0.998 	  Main2 
sidewalk. 	 74.52 	 74.94 	 0.4200000000000017 	 0.991 	  Main2 
Shoes. 	 75.66 	 76.4 	 0.7400000000000091 	 0.888 	  Main2 
He 	 76.62 	 76.86 	 0.23999999999999488 	 0.925 	  Main2 
said 	 76.86 	 77.04 	 0.18000000000000682 	 0.982 	  Main2 
to 	 77.04 	 77.14 	 0.09999999999999432 	 0.998 	  Main2 
himself. 	 77.14 	 77.32 	 0.1799999999999926 	 0.995 	  Main2 
And 	 77.98 	 78.12 	 0.14000000000000057 	 0.684 	  Main2 
he 	 78.12 	 78.28 	 0.1599999999999966 	 0.998 	  Main2 
began 	 78.28 	 78.6 	 0.3199999999999932 	 0.999 	  Main2 
looking 	 78.6 	 78.9 	 0.30000000000001137 	 0.998 	  Main2 
for 	 78.9 	 79.22 	 0.3199999999999932 	 0.999 	  Main2 
a 	 79.22 	 79.3 	 0.0799999999999983 	 0.988 	  Main2 
shoe 	 79.3 	 79.52 	 0.21999999999999886 	 0.932 	  Main2 
store. 	 79.52 	 79.82 	 0.29999999999999716 	 0.966 	  Main2 
When 	 80.84 	 81.02 	 0.1799999999999926 	 0.971 	  Main2 
he 	 81.02 	 81.1 	 0.0799999999999983 	 0.998 	  Main2 
came 	 81.1 	 81.34 	 0.2400000000000091 	 0.997 	  Main2 
out 	 81.34 	 81.56 	 0.21999999999999886 	 0.995 	  Main2 
into 	 81.56 	 81.8 	 0.23999999999999488 	 0.993 	  Main2 
the 	 81.8 	 82.02 	 0.21999999999999886 	 0.997 	  Main2 
street 	 82.02 	 82.24 	 0.21999999999999886 	 0.991 	  Main2 
again 	 82.24 	 82.58 	 0.3400000000000034 	 0.99 	  Main2 
with 	 82.58 	 82.88 	 0.29999999999999716 	 0.767 	  Main2 
the 	 82.88 	 83.06 	 0.18000000000000682 	 0.827 	  Main2 
shoes 	 83.06 	 83.28 	 0.21999999999999886 	 0.989 	  Main2 
in 	 83.28 	 83.46 	 0.1799999999999926 	 0.563 	  Main2 
a 	 83.46 	 83.56 	 0.10000000000000853 	 0.985 	  Main2 
box 	 83.56 	 83.84 	 0.28000000000000114 	 0.995 	  Main2 
under 	 83.84 	 84.1 	 0.2599999999999909 	 0.99 	  Main2 
his 	 84.1 	 84.34 	 0.2400000000000091 	 0.998 	  Main2 
arm, 	 84.34 	 84.74 	 0.3999999999999915 	 0.991 	  Main2 
Michael 	 84.98 	 85.38 	 0.3999999999999915 	 0.555 	  Main2 
Smith 	 85.38 	 85.8 	 0.4200000000000017 	 0.989 	  Main2 
began 	 85.8 	 86.14 	 0.3400000000000034 	 0.979 	  Main2 
to 	 86.14 	 86.36 	 0.21999999999999886 	 0.967 	  Main2 
wonder 	 86.36 	 86.64 	 0.28000000000000114 	 0.911 	  Main2 
what 	 86.64 	 86.82 	 0.1799999999999926 	 0.967 	  Main2 
the 	 86.82 	 86.96 	 0.14000000000000057 	 0.901 	  Main2 
other 	 86.96 	 87.16 	 0.20000000000000284 	 0.991 	  Main2 
thing 	 87.16 	 87.36 	 0.20000000000000284 	 0.944 	  Main2 
was 	 87.36 	 87.52 	 0.1599999999999966 	 0.942 	  Main2 
his 	 87.52 	 87.72 	 0.20000000000000284 	 0.947 	  Main2 
wife 	 87.72 	 88 	 0.28000000000000114 	 0.996 	  Main2 
had 	 88 	 88.18 	 0.18000000000000682 	 0.961 	  Main2 
told 	 88.18 	 88.34 	 0.1599999999999966 	 0.998 	  Main2 
him 	 88.34 	 88.52 	 0.1799999999999926 	 0.992 	  Main2 
to 	 88.52 	 88.68 	 0.1600000000000108 	 0.99 	  Main2 
get. 	 88.68 	 88.94 	 0.2599999999999909 	 0.995 	  Main2 
She 	 89.36 	 89.58 	 0.21999999999999886 	 0.968 	  Main2 
had 	 89.58 	 89.78 	 0.20000000000000284 	 0.997 	  Main2 
told 	 89.78 	 90.02 	 0.23999999999999488 	 0.998 	  Main2 
him 	 90.02 	 90.8 	 0.7800000000000011 	 0.999 	  Main2 
twice 	 90.8 	 91.18 	 0.38000000000000966 	 0.822 	  Main2 
before 	 91.18 	 91.58 	 0.3999999999999915 	 0.997 	  Main2 
they 	 91.58 	 91.8 	 0.21999999999999886 	 0.997 	  Main2 
set 	 91.8 	 92.02 	 0.21999999999999886 	 0.969 	  Main2 
out 	 92.02 	 92.28 	 0.2600000000000051 	 0.999 	  Main2 
from 	 92.28 	 92.44 	 0.1599999999999966 	 0.997 	  Main2 
their 	 92.44 	 92.66 	 0.21999999999999886 	 0.995 	  Main2 
house 	 92.66 	 92.96 	 0.29999999999999716 	 0.995 	  Main2 
for 	 92.96 	 93.2 	 0.2400000000000091 	 0.994 	  Main2 
water 	 93.2 	 93.46 	 0.2599999999999909 	 0.789 	  Main2 
berry. 	 93.46 	 93.78 	 0.3200000000000074 	 0.307 	  Main2 
In 	 94.22 	 94.4 	 0.18000000000000682 	 0.963 	  Main2 
a 	 94.4 	 94.54 	 0.14000000000000057 	 0.997 	  Main2 
way 	 94.54 	 94.74 	 0.19999999999998863 	 0.999 	  Main2 
he 	 94.74 	 94.96 	 0.21999999999999886 	 0.707 	  Main2 
hated 	 94.96 	 95.26 	 0.30000000000001137 	 0.992 	  Main2 
these 	 95.26 	 95.54 	 0.28000000000000114 	 0.993 	  Main2 
weekly 	 95.54 	 95.84 	 0.29999999999999716 	 0.917 	  Main2 
trips 	 95.84 	 96.24 	 0.3999999999999915 	 0.971 	  Main2 
to 	 96.24 	 96.48 	 0.2400000000000091 	 0.998 	  Main2 
town. 	 96.48 	 96.82 	 0.3399999999999892 	 0.99 	  Main2 
He 	 97.3 	 97.48 	 0.18000000000000682 	 0.73 	  Main2 
was 	 97.48 	 97.68 	 0.20000000000000284 	 0.998 	  Main2 
always 	 97.68 	 97.98 	 0.29999999999999716 	 0.993 	  Main2 
getting 	 97.98 	 98.24 	 0.2599999999999909 	 0.998 	  Main2 
something 	 98.24 	 98.56 	 0.3200000000000074 	 0.999 	  Main2 
wrong. 	 98.56 	 98.96 	 0.3999999999999915 	 0.999 	  Main2 
Cleenx, 	 99.38 	 99.94 	 0.5600000000000023 	 0.31 	  Main2 
he 	 100.14 	 100.18 	 0.04000000000000625 	 0.995 	  Main2 
thought, 	 100.18 	 100.52 	 0.3399999999999892 	 0.997 	  Main2 
squibbs, 	 100.76 	 101.46 	 0.6999999999999886 	 0.698 	  Main2 
razor 	 101.64 	 101.94 	 0.29999999999999716 	 0.958 	  Main2 
blades. 	 101.94 	 102.42 	 0.480000000000004 	 0.974 	  Main2 
No, 	 103.14 	 103.16 	 0.01999999999999602 	 0.281 	  Main2 
toothpaste, 	 103.5 	 103.94 	 0.4399999999999977 	 0.696 	  Main2 
toothbrush, 	 104.66 	 105.18 	 0.5200000000000102 	 0.859 	  Main2 
bicarbonate, 	 105.8 	 106.44 	 0.6400000000000006 	 0.762 	  Main2 
carberundum, 	 106.96 	 107.96 	 1 	 0.607 	  Main2 
initiative 	 108.28 	 108.74 	 0.45999999999999375 	 0.868 	  Main2 
and 	 108.74 	 109.04 	 0.30000000000001137 	 0.66 	  Main2 
referendum. 	 109.04 	 109.34 	 0.29999999999999716 	 0.848 	  Main2 
He 	 109.94 	 110.14 	 0.20000000000000284 	 0.953 	  Main2 
gave 	 110.14 	 110.34 	 0.20000000000000284 	 0.996 	  Main2 
it 	 110.34 	 110.52 	 0.1799999999999926 	 0.997 	  Main2 
up, 	 110.52 	 110.88 	 0.35999999999999943 	 0.999 	  Main2 
but 	 111.2 	 111.42 	 0.21999999999999886 	 0.995 	  Main2 
she 	 111.42 	 111.6 	 0.1799999999999926 	 0.977 	  Main2 
would 	 111.6 	 111.78 	 0.18000000000000682 	 0.99 	  Main2 
remember 	 111.78 	 112.24 	 0.45999999999999375 	 0.99 	  Main2 
it. 	 112.24 	 112.78 	 0.5400000000000063 	 0.996 	  Main2 
Where's 	 113.08 	 113.5 	 0.4200000000000017 	 0.835 	  Main2 
the 	 113.5 	 113.62 	 0.12000000000000455 	 0.984 	  Main2 
what's 	 113.62 	 113.94 	 0.3199999999999932 	 0.432 	  Main2 
its 	 113.94 	 114.12 	 0.18000000000000682 	 0.802 	  Main2 
name? 	 114.12 	 114.5 	 0.37999999999999545 	 0.999 	  Main2 
She 	 115.08 	 115.3 	 0.21999999999999886 	 0.677 	  Main2 
would 	 115.3 	 115.6 	 0.29999999999999716 	 0.995 	  Main2 
ask. 	 115.6 	 115.9 	 0.30000000000001137 	 0.997 	  Main2 
Don't 	 116.24 	 116.54 	 0.30000000000001137 	 0.957 	  Main2 
tell 	 116.54 	 116.7 	 0.1599999999999966 	 0.998 	  Main2 
me 	 116.7 	 116.86 	 0.1599999999999966 	 0.997 	  Main2 
you 	 116.86 	 117.04 	 0.18000000000000682 	 0.986 	  Main2 
forgot 	 117.04 	 117.44 	 0.3999999999999915 	 0.981 	  Main2 
the 	 117.44 	 117.78 	 0.3400000000000034 	 0.86 	  Main2 
what's 	 117.78 	 118.02 	 0.23999999999999488 	 0.975 	  Main2 
its 	 118.02 	 118.2 	 0.18000000000000682 	 0.966 	  Main2 
name. 	 118.2 	 118.46 	 0.2599999999999909 	 0.999 	  Main2 
A 	 118.92 	 119.06 	 0.14000000000000057 	 0.827 	  Main2 
newsboy 	 119.06 	 119.6 	 0.539999999999992 	 0.72 	  Main2 
went 	 119.6 	 119.92 	 0.3200000000000074 	 0.994 	  Main2 
by 	 119.92 	 120.2 	 0.28000000000000114 	 0.994 	  Main2 
shouting 	 120.2 	 120.56 	 0.35999999999999943 	 0.985 	  Main2 
something 	 120.56 	 120.96 	 0.3999999999999915 	 0.99 	  Main2 
about 	 120.96 	 121.28 	 0.3200000000000074 	 0.999 	  Main2 
the 	 121.28 	 121.52 	 0.23999999999999488 	 0.989 	  Main2 
water 	 121.52 	 121.8 	 0.28000000000000114 	 0.875 	  Main2 
berry 	 121.8 	 122.02 	 0.21999999999999886 	 0.888 	  Main2 
trial. 	 122.02 	 122.42 	 0.4000000000000057 	 0.888 	  Main2 
Puppy 	 1 	 1.38 	 0.3799999999999999 	 0.505 	  Main3 
Biscuit 	 1.38 	 2.08 	 0.7000000000000002 	 0.689 	  Main3 
said 	 2.08 	 2.58 	 0.5 	 0.584 	  Main3 
Michael 	 2.58 	 2.92 	 0.33999999999999986 	 0.952 	  Main3 
Smith. 	 2.92 	 3.34 	 0.41999999999999993 	 0.936 	  Main3 
He 	 4.02 	 4.3 	 0.28000000000000025 	 0.564 	  Main3 
stopped 	 4.3 	 4.74 	 0.4400000000000004 	 0.99 	  Main3 
walking 	 4.74 	 5.2 	 0.45999999999999996 	 0.953 	  Main3 
and 	 5.2 	 5.54 	 0.33999999999999986 	 0.783 	  Main3 
the 	 5.54 	 5.66 	 0.1200000000000001 	 0.983 	  Main3 
buildings 	 5.66 	 5.98 	 0.3200000000000003 	 0.854 	  Main3 
of 	 5.98 	 6.24 	 0.2599999999999998 	 0.959 	  Main3 
Waterbury 	 6.24 	 6.8 	 0.5599999999999996 	 0.511 	  Main3 
rose 	 6.8 	 7.18 	 0.3799999999999999 	 0.802 	  Main3 
up 	 7.18 	 7.46 	 0.28000000000000025 	 0.995 	  Main3 
out 	 7.46 	 7.7 	 0.2400000000000002 	 0.99 	  Main3 
of 	 7.7 	 7.8 	 0.09999999999999964 	 0.991 	  Main3 
the 	 7.8 	 7.86 	 0.0600000000000005 	 0.997 	  Main3 
misty 	 7.86 	 8.22 	 0.3600000000000003 	 0.73 	  Main3 
courtroom 	 8.22 	 8.58 	 0.35999999999999943 	 0.903 	  Main3 
and 	 8.58 	 8.96 	 0.3800000000000008 	 0.972 	  Main3 
surrounded 	 8.96 	 9.44 	 0.47999999999999865 	 0.969 	  Main3 
him 	 9.44 	 9.7 	 0.2599999999999998 	 0.998 	  Main3 
again, 	 9.7 	 10.04 	 0.33999999999999986 	 0.997 	  Main3 
a 	 10.46 	 10.66 	 0.1999999999999993 	 0.992 	  Main3 
woman 	 10.66 	 10.94 	 0.27999999999999936 	 0.998 	  Main3 
who 	 10.94 	 11.12 	 0.17999999999999972 	 0.993 	  Main3 
was 	 11.12 	 11.28 	 0.16000000000000014 	 0.996 	  Main3 
passing 	 11.28 	 11.68 	 0.40000000000000036 	 0.994 	  Main3 
left. 	 11.68 	 12.18 	 0.5 	 0.765 	  Main3 
He 	 13.08 	 13.36 	 0.27999999999999936 	 0.997 	  Main3 
said 	 13.36 	 13.6 	 0.2400000000000002 	 0.999 	  Main3 
Puppy 	 13.6 	 14.04 	 0.4399999999999995 	 0.938 	  Main3 
Biscuit, 	 14.04 	 14.68 	 0.6400000000000006 	 0.994 	  Main3 
she 	 15.12 	 15.28 	 0.16000000000000014 	 0.984 	  Main3 
said 	 15.28 	 15.5 	 0.22000000000000064 	 0.999 	  Main3 
to 	 15.5 	 15.62 	 0.11999999999999922 	 0.998 	  Main3 
her 	 15.62 	 15.76 	 0.14000000000000057 	 0.998 	  Main3 
companion, 	 15.76 	 16.28 	 0.5200000000000014 	 0.978 	  Main3 
that 	 16.84 	 17.06 	 0.21999999999999886 	 0.965 	  Main3 
man 	 17.06 	 17.38 	 0.3200000000000003 	 0.988 	  Main3 
said 	 17.38 	 17.86 	 0.4800000000000004 	 0.997 	  Main3 
Puppy 	 17.86 	 18.4 	 0.5399999999999991 	 0.79 	  Main3 
Biscuit 	 18.4 	 18.88 	 0.4800000000000004 	 0.991 	  Main3 
to 	 18.88 	 19.02 	 0.14000000000000057 	 0.977 	  Main3 
himself. 	 19.02 	 19.56 	 0.5399999999999991 	 0.96 	  Main3 
Michael 	 19.98 	 20.36 	 0.379999999999999 	 0.993 	  Main3 
hurried 	 20.36 	 20.76 	 0.40000000000000213 	 0.978 	  Main3 
on. 	 20.76 	 21.24 	 0.4799999999999969 	 0.993 	  Main3 
He 	 21.44 	 21.58 	 0.13999999999999702 	 0.967 	  Main3 
went 	 21.58 	 21.76 	 0.18000000000000327 	 0.998 	  Main3 
into 	 21.76 	 21.98 	 0.21999999999999886 	 0.984 	  Main3 
a 	 21.98 	 22.24 	 0.259999999999998 	 0.884 	  Main3 
store. 	 22.24 	 22.6 	 0.360000000000003 	 0.993 	  Main3 
Not 	 23.18 	 23.4 	 0.21999999999999886 	 0.953 	  Main3 
the 	 23.4 	 23.54 	 0.14000000000000057 	 0.998 	  Main3 
first 	 23.54 	 23.78 	 0.240000000000002 	 0.998 	  Main3 
one 	 23.78 	 23.98 	 0.1999999999999993 	 0.989 	  Main3 
he 	 23.98 	 24.1 	 0.120000000000001 	 0.973 	  Main3 
came 	 24.1 	 24.32 	 0.21999999999999886 	 0.992 	  Main3 
to 	 24.32 	 24.54 	 0.21999999999999886 	 0.972 	  Main3 
but 	 24.54 	 24.72 	 0.17999999999999972 	 0.495 	  Main3 
a 	 24.72 	 24.82 	 0.10000000000000142 	 0.992 	  Main3 
smaller 	 24.82 	 25.2 	 0.379999999999999 	 0.985 	  Main3 
one 	 25.2 	 25.54 	 0.33999999999999986 	 0.824 	  Main3 
farther 	 25.54 	 25.84 	 0.3000000000000007 	 0.925 	  Main3 
up 	 25.84 	 26.06 	 0.21999999999999886 	 0.981 	  Main3 
the 	 26.06 	 26.28 	 0.22000000000000242 	 0.992 	  Main3 
street. 	 26.28 	 26.54 	 0.259999999999998 	 0.996 	  Main3 
I 	 27.02 	 27.18 	 0.16000000000000014 	 0.981 	  Main3 
want 	 27.18 	 27.38 	 0.1999999999999993 	 0.937 	  Main3 
some 	 27.38 	 27.58 	 0.1999999999999993 	 0.998 	  Main3 
biscuit 	 27.58 	 27.92 	 0.3400000000000034 	 0.889 	  Main3 
for 	 27.92 	 28.24 	 0.31999999999999673 	 0.992 	  Main3 
small 	 28.24 	 28.54 	 0.3000000000000007 	 0.989 	  Main3 
young 	 28.54 	 28.92 	 0.38000000000000256 	 0.694 	  Main3 
dogs. 	 28.92 	 29.38 	 0.4599999999999973 	 0.98 	  Main3 
He 	 29.8 	 30.04 	 0.23999999999999844 	 0.963 	  Main3 
said 	 30.04 	 30.26 	 0.22000000000000242 	 0.997 	  Main3 
to 	 30.26 	 30.36 	 0.09999999999999787 	 0.989 	  Main3 
the 	 30.36 	 30.52 	 0.16000000000000014 	 0.991 	  Main3 
clerk, 	 30.52 	 30.76 	 0.240000000000002 	 0.99 	  Main3 
any 	 31.18 	 31.5 	 0.3200000000000003 	 0.93 	  Main3 
special 	 31.5 	 31.94 	 0.4400000000000013 	 0.994 	  Main3 
brand, 	 31.94 	 32.4 	 0.4599999999999973 	 0.521 	  Main3 
sir? 	 32.9 	 32.92 	 0.020000000000003126 	 0.744 	  Main3 
The 	 33.1 	 33.32 	 0.21999999999999886 	 0.944 	  Main3 
greatest 	 33.32 	 33.66 	 0.3399999999999963 	 0.989 	  Main3 
pistol 	 33.66 	 34.06 	 0.4000000000000057 	 0.886 	  Main3 
shot 	 34.06 	 34.48 	 0.4199999999999946 	 0.978 	  Main3 
in 	 34.48 	 34.68 	 0.20000000000000284 	 0.993 	  Main3 
