segment# 	 segment 	 word 	 word_start 	 word_end 	 word_duration 	 word_confidence 	 file 
5 	 Gee. Yeah. Muddered, Michael. He began cautiously to back out of the lane marked. 	 Gee. 	 11.92 	 12.48 	 0.5600000000000005 	 0.742 	  Main2 
5 	 Gee. Yeah. Muddered, Michael. He began cautiously to back out of the lane marked. 	 Yeah. 	 12.82 	 13.48 	 0.6600000000000001 	 0.904 	  Main2 
5 	 Gee. Yeah. Muddered, Michael. He began cautiously to back out of the lane marked. 	 Muddered, 	 13.68 	 14.08 	 0.40000000000000036 	 0.503 	  Main2 
5 	 Gee. Yeah. Muddered, Michael. He began cautiously to back out of the lane marked. 	 Michael. 	 14.32 	 14.48 	 0.16000000000000014 	 0.98 	  Main2 
5 	 Gee. Yeah. Muddered, Michael. He began cautiously to back out of the lane marked. 	 He 	 14.96 	 15.14 	 0.17999999999999972 	 0.89 	  Main2 
5 	 Gee. Yeah. Muddered, Michael. He began cautiously to back out of the lane marked. 	 began 	 15.14 	 15.42 	 0.27999999999999936 	 0.998 	  Main2 
5 	 Gee. Yeah. Muddered, Michael. He began cautiously to back out of the lane marked. 	 cautiously 	 15.42 	 16.08 	 0.6599999999999984 	 0.971 	  Main2 
5 	 Gee. Yeah. Muddered, Michael. He began cautiously to back out of the lane marked. 	 to 	 16.08 	 16.32 	 0.240000000000002 	 0.96 	  Main2 
5 	 Gee. Yeah. Muddered, Michael. He began cautiously to back out of the lane marked. 	 back 	 16.32 	 16.54 	 0.21999999999999886 	 0.96 	  Main2 
5 	 Gee. Yeah. Muddered, Michael. He began cautiously to back out of the lane marked. 	 out 	 16.54 	 16.76 	 0.22000000000000242 	 0.988 	  Main2 
5 	 Gee. Yeah. Muddered, Michael. He began cautiously to back out of the lane marked. 	 of 	 16.76 	 16.98 	 0.21999999999999886 	 0.972 	  Main2 
5 	 Gee. Yeah. Muddered, Michael. He began cautiously to back out of the lane marked. 	 the 	 16.98 	 17.08 	 0.09999999999999787 	 0.985 	  Main2 
5 	 Gee. Yeah. Muddered, Michael. He began cautiously to back out of the lane marked. 	 lane 	 17.08 	 17.28 	 0.20000000000000284 	 0.962 	  Main2 
5 	 Gee. Yeah. Muddered, Michael. He began cautiously to back out of the lane marked. 	 marked. 	 17.28 	 17.94 	 0.6600000000000001 	 0.788 	  Main2 
7 	 Exit only. Leave her sit there. Said the attendant. I'll put her away. 	 Exit 	 18.12 	 18.56 	 0.4399999999999977 	 0.854 	  Main2 
7 	 Exit only. Leave her sit there. Said the attendant. I'll put her away. 	 only. 	 18.56 	 19 	 0.4400000000000013 	 0.872 	  Main2 
7 	 Exit only. Leave her sit there. Said the attendant. I'll put her away. 	 Leave 	 19.5 	 19.74 	 0.23999999999999844 	 0.751 	  Main2 
7 	 Exit only. Leave her sit there. Said the attendant. I'll put her away. 	 her 	 19.74 	 20 	 0.26000000000000156 	 0.993 	  Main2 
7 	 Exit only. Leave her sit there. Said the attendant. I'll put her away. 	 sit 	 20 	 20.2 	 0.1999999999999993 	 0.984 	  Main2 
7 	 Exit only. Leave her sit there. Said the attendant. I'll put her away. 	 there. 	 20.2 	 20.68 	 0.4800000000000004 	 0.996 	  Main2 
7 	 Exit only. Leave her sit there. Said the attendant. I'll put her away. 	 Said 	 20.98 	 21.16 	 0.17999999999999972 	 0.914 	  Main2 
7 	 Exit only. Leave her sit there. Said the attendant. I'll put her away. 	 the 	 21.16 	 21.3 	 0.14000000000000057 	 0.99 	  Main2 
7 	 Exit only. Leave her sit there. Said the attendant. I'll put her away. 	 attendant. 	 21.3 	 21.7 	 0.3999999999999986 	 0.997 	  Main2 
7 	 Exit only. Leave her sit there. Said the attendant. I'll put her away. 	 I'll 	 22.18 	 22.48 	 0.3000000000000007 	 0.772 	  Main2 
7 	 Exit only. Leave her sit there. Said the attendant. I'll put her away. 	 put 	 22.48 	 22.64 	 0.16000000000000014 	 0.997 	  Main2 
7 	 Exit only. Leave her sit there. Said the attendant. I'll put her away. 	 her 	 22.64 	 22.92 	 0.28000000000000114 	 0.995 	  Main2 
7 	 Exit only. Leave her sit there. Said the attendant. I'll put her away. 	 away. 	 22.92 	 23.24 	 0.31999999999999673 	 0.994 	  Main2 
9 	 Michael got out of the car. Hey. Better leave the key. 	 Michael 	 23.66 	 24.04 	 0.379999999999999 	 0.579 	  Main2 
9 	 Michael got out of the car. Hey. Better leave the key. 	 got 	 24.04 	 24.32 	 0.28000000000000114 	 0.991 	  Main2 
9 	 Michael got out of the car. Hey. Better leave the key. 	 out 	 24.32 	 24.58 	 0.259999999999998 	 0.997 	  Main2 
9 	 Michael got out of the car. Hey. Better leave the key. 	 of 	 24.58 	 24.68 	 0.10000000000000142 	 0.992 	  Main2 
9 	 Michael got out of the car. Hey. Better leave the key. 	 the 	 24.68 	 24.9 	 0.21999999999999886 	 0.997 	  Main2 
9 	 Michael got out of the car. Hey. Better leave the key. 	 car. 	 24.9 	 25.24 	 0.33999999999999986 	 0.999 	  Main2 
9 	 Michael got out of the car. Hey. Better leave the key. 	 Hey. 	 25.64 	 26 	 0.35999999999999943 	 0.774 	  Main2 
9 	 Michael got out of the car. Hey. Better leave the key. 	 Better 	 26.5 	 26.74 	 0.23999999999999844 	 0.85 	  Main2 
9 	 Michael got out of the car. Hey. Better leave the key. 	 leave 	 26.74 	 27 	 0.26000000000000156 	 0.99 	  Main2 
9 	 Michael got out of the car. Hey. Better leave the key. 	 the 	 27 	 27.22 	 0.21999999999999886 	 0.988 	  Main2 
9 	 Michael got out of the car. Hey. Better leave the key. 	 key. 	 27.22 	 27.64 	 0.4200000000000017 	 0.989 	  Main2 
11 	 Oh. Said Michael, handing the man the ignition key. The attendant vaulted into the car. 	 Oh. 	 28.06 	 28.48 	 0.4200000000000017 	 0.926 	  Main2 
11 	 Oh. Said Michael, handing the man the ignition key. The attendant vaulted into the car. 	 Said 	 28.9 	 29.06 	 0.16000000000000014 	 0.958 	  Main2 
11 	 Oh. Said Michael, handing the man the ignition key. The attendant vaulted into the car. 	 Michael, 	 29.06 	 29.46 	 0.40000000000000213 	 0.879 	  Main2 
11 	 Oh. Said Michael, handing the man the ignition key. The attendant vaulted into the car. 	 handing 	 29.76 	 30.04 	 0.2799999999999976 	 0.967 	  Main2 
11 	 Oh. Said Michael, handing the man the ignition key. The attendant vaulted into the car. 	 the 	 30.04 	 30.26 	 0.22000000000000242 	 0.995 	  Main2 
11 	 Oh. Said Michael, handing the man the ignition key. The attendant vaulted into the car. 	 man 	 30.26 	 30.48 	 0.21999999999999886 	 0.98 	  Main2 
11 	 Oh. Said Michael, handing the man the ignition key. The attendant vaulted into the car. 	 the 	 30.48 	 30.62 	 0.14000000000000057 	 0.968 	  Main2 
11 	 Oh. Said Michael, handing the man the ignition key. The attendant vaulted into the car. 	 ignition 	 30.62 	 31 	 0.379999999999999 	 0.973 	  Main2 
11 	 Oh. Said Michael, handing the man the ignition key. The attendant vaulted into the car. 	 key. 	 31 	 31.6 	 0.6000000000000014 	 0.994 	  Main2 
11 	 Oh. Said Michael, handing the man the ignition key. The attendant vaulted into the car. 	 The 	 31.82 	 31.98 	 0.16000000000000014 	 0.762 	  Main2 
11 	 Oh. Said Michael, handing the man the ignition key. The attendant vaulted into the car. 	 attendant 	 31.98 	 32.38 	 0.40000000000000213 	 0.996 	  Main2 
11 	 Oh. Said Michael, handing the man the ignition key. The attendant vaulted into the car. 	 vaulted 	 32.38 	 32.92 	 0.5399999999999991 	 0.919 	  Main2 
11 	 Oh. Said Michael, handing the man the ignition key. The attendant vaulted into the car. 	 into 	 32.92 	 33.12 	 0.19999999999999574 	 0.962 	  Main2 
11 	 Oh. Said Michael, handing the man the ignition key. The attendant vaulted into the car. 	 the 	 33.12 	 33.34 	 0.22000000000000597 	 0.957 	  Main2 
11 	 Oh. Said Michael, handing the man the ignition key. The attendant vaulted into the car. 	 car. 	 33.34 	 33.9 	 0.5599999999999952 	 0.993 	  Main2 
13 	 Backed up with insulin skill and put it where it belonged. 	 Backed 	 34.18 	 34.58 	 0.3999999999999986 	 0.923 	  Main2 
13 	 Backed up with insulin skill and put it where it belonged. 	 up 	 34.58 	 34.84 	 0.2600000000000051 	 0.884 	  Main2 
13 	 Backed up with insulin skill and put it where it belonged. 	 with 	 34.84 	 35.04 	 0.19999999999999574 	 0.993 	  Main2 
13 	 Backed up with insulin skill and put it where it belonged. 	 insulin 	 35.04 	 35.44 	 0.3999999999999986 	 0.649 	  Main2 
13 	 Backed up with insulin skill and put it where it belonged. 	 skill 	 35.44 	 35.96 	 0.5200000000000031 	 0.93 	  Main2 
13 	 Backed up with insulin skill and put it where it belonged. 	 and 	 35.96 	 36.54 	 0.5799999999999983 	 0.621 	  Main2 
13 	 Backed up with insulin skill and put it where it belonged. 	 put 	 36.54 	 36.68 	 0.14000000000000057 	 0.995 	  Main2 
13 	 Backed up with insulin skill and put it where it belonged. 	 it 	 36.68 	 36.92 	 0.240000000000002 	 0.997 	  Main2 
13 	 Backed up with insulin skill and put it where it belonged. 	 where 	 36.92 	 37.08 	 0.1599999999999966 	 0.893 	  Main2 
13 	 Backed up with insulin skill and put it where it belonged. 	 it 	 37.08 	 37.24 	 0.1600000000000037 	 0.998 	  Main2 
13 	 Backed up with insulin skill and put it where it belonged. 	 belonged. 	 37.24 	 37.66 	 0.4199999999999946 	 0.994 	  Main2 
15 	 There's so damn cocky. Thought Michael Smith. Walking along Main Street. 	 There's 	 38.5 	 38.78 	 0.28000000000000114 	 0.739 	  Main2 
15 	 There's so damn cocky. Thought Michael Smith. Walking along Main Street. 	 so 	 38.78 	 39.02 	 0.240000000000002 	 0.944 	  Main2 
15 	 There's so damn cocky. Thought Michael Smith. Walking along Main Street. 	 damn 	 39.02 	 39.2 	 0.17999999999999972 	 0.959 	  Main2 
15 	 There's so damn cocky. Thought Michael Smith. Walking along Main Street. 	 cocky. 	 39.2 	 39.76 	 0.5599999999999952 	 0.935 	  Main2 
15 	 There's so damn cocky. Thought Michael Smith. Walking along Main Street. 	 Thought 	 40.26 	 40.46 	 0.20000000000000284 	 0.913 	  Main2 
15 	 There's so damn cocky. Thought Michael Smith. Walking along Main Street. 	 Michael 	 40.46 	 40.72 	 0.259999999999998 	 0.959 	  Main2 
15 	 There's so damn cocky. Thought Michael Smith. Walking along Main Street. 	 Smith. 	 40.72 	 41.26 	 0.5399999999999991 	 0.967 	  Main2 
15 	 There's so damn cocky. Thought Michael Smith. Walking along Main Street. 	 Walking 	 41.84 	 42 	 0.1599999999999966 	 0.758 	  Main2 
15 	 There's so damn cocky. Thought Michael Smith. Walking along Main Street. 	 along 	 42 	 42.34 	 0.3400000000000034 	 0.974 	  Main2 
15 	 There's so damn cocky. Thought Michael Smith. Walking along Main Street. 	 Main 	 42.34 	 42.56 	 0.21999999999999886 	 0.741 	  Main2 
15 	 There's so damn cocky. Thought Michael Smith. Walking along Main Street. 	 Street. 	 42.56 	 42.94 	 0.37999999999999545 	 0.947 	  Main2 
17 	 They think they know everything. Once he had tried to take his chains off outside new milkford. 	 They 	 43.58 	 43.76 	 0.17999999999999972 	 0.99 	  Main2 
17 	 They think they know everything. Once he had tried to take his chains off outside new milkford. 	 think 	 43.76 	 43.94 	 0.17999999999999972 	 0.997 	  Main2 
17 	 They think they know everything. Once he had tried to take his chains off outside new milkford. 	 they 	 43.94 	 44.1 	 0.1600000000000037 	 0.998 	  Main2 
17 	 They think they know everything. Once he had tried to take his chains off outside new milkford. 	 know 	 44.1 	 44.26 	 0.1599999999999966 	 0.997 	  Main2 
17 	 They think they know everything. Once he had tried to take his chains off outside new milkford. 	 everything. 	 44.26 	 44.7 	 0.44000000000000483 	 0.998 	  Main2 
17 	 They think they know everything. Once he had tried to take his chains off outside new milkford. 	 Once 	 45.26 	 45.5 	 0.240000000000002 	 0.954 	  Main2 
17 	 They think they know everything. Once he had tried to take his chains off outside new milkford. 	 he 	 45.5 	 45.64 	 0.14000000000000057 	 0.997 	  Main2 
17 	 They think they know everything. Once he had tried to take his chains off outside new milkford. 	 had 	 45.64 	 45.82 	 0.17999999999999972 	 0.94 	  Main2 
17 	 They think they know everything. Once he had tried to take his chains off outside new milkford. 	 tried 	 45.82 	 45.98 	 0.1599999999999966 	 0.998 	  Main2 
17 	 They think they know everything. Once he had tried to take his chains off outside new milkford. 	 to 	 45.98 	 46.18 	 0.20000000000000284 	 0.996 	  Main2 
17 	 They think they know everything. Once he had tried to take his chains off outside new milkford. 	 take 	 46.18 	 46.3 	 0.11999999999999744 	 0.996 	  Main2 
17 	 They think they know everything. Once he had tried to take his chains off outside new milkford. 	 his 	 46.3 	 46.48 	 0.17999999999999972 	 0.996 	  Main2 
17 	 They think they know everything. Once he had tried to take his chains off outside new milkford. 	 chains 	 46.48 	 46.78 	 0.30000000000000426 	 0.983 	  Main2 
17 	 They think they know everything. Once he had tried to take his chains off outside new milkford. 	 off 	 46.78 	 47.18 	 0.3999999999999986 	 0.925 	  Main2 
17 	 They think they know everything. Once he had tried to take his chains off outside new milkford. 	 outside 	 47.18 	 47.58 	 0.3999999999999986 	 0.953 	  Main2 
17 	 They think they know everything. Once he had tried to take his chains off outside new milkford. 	 new 	 47.58 	 47.84 	 0.2600000000000051 	 0.407 	  Main2 
17 	 They think they know everything. Once he had tried to take his chains off outside new milkford. 	 milkford. 	 47.84 	 48.26 	 0.4199999999999946 	 0.22 	  Main2 
19 	 And he had got them wound around the axles. A man had had to come out in a wrecking car and unwind them. 	 And 	 48.68 	 48.88 	 0.20000000000000284 	 0.94 	  Main2 
19 	 And he had got them wound around the axles. A man had had to come out in a wrecking car and unwind them. 	 he 	 48.88 	 49 	 0.11999999999999744 	 0.996 	  Main2 
19 	 And he had got them wound around the axles. A man had had to come out in a wrecking car and unwind them. 	 had 	 49 	 49.22 	 0.21999999999999886 	 0.991 	  Main2 
19 	 And he had got them wound around the axles. A man had had to come out in a wrecking car and unwind them. 	 got 	 49.22 	 49.34 	 0.12000000000000455 	 0.913 	  Main2 
19 	 And he had got them wound around the axles. A man had had to come out in a wrecking car and unwind them. 	 them 	 49.34 	 49.56 	 0.21999999999999886 	 0.998 	  Main2 
19 	 And he had got them wound around the axles. A man had had to come out in a wrecking car and unwind them. 	 wound 	 49.56 	 49.82 	 0.259999999999998 	 0.671 	  Main2 
19 	 And he had got them wound around the axles. A man had had to come out in a wrecking car and unwind them. 	 around 	 49.82 	 50.08 	 0.259999999999998 	 0.997 	  Main2 
19 	 And he had got them wound around the axles. A man had had to come out in a wrecking car and unwind them. 	 the 	 50.08 	 50.26 	 0.17999999999999972 	 0.999 	  Main2 
19 	 And he had got them wound around the axles. A man had had to come out in a wrecking car and unwind them. 	 axles. 	 50.26 	 50.8 	 0.5399999999999991 	 0.861 	  Main2 
19 	 And he had got them wound around the axles. A man had had to come out in a wrecking car and unwind them. 	 A 	 51.22 	 51.38 	 0.1600000000000037 	 0.678 	  Main2 
19 	 And he had got them wound around the axles. A man had had to come out in a wrecking car and unwind them. 	 man 	 51.38 	 51.64 	 0.259999999999998 	 0.998 	  Main2 
19 	 And he had got them wound around the axles. A man had had to come out in a wrecking car and unwind them. 	 had 	 51.64 	 51.82 	 0.17999999999999972 	 0.995 	  Main2 
19 	 And he had got them wound around the axles. A man had had to come out in a wrecking car and unwind them. 	 had 	 51.82 	 51.94 	 0.11999999999999744 	 0.975 	  Main2 
19 	 And he had got them wound around the axles. A man had had to come out in a wrecking car and unwind them. 	 to 	 51.94 	 52.1 	 0.1600000000000037 	 0.965 	  Main2 
19 	 And he had got them wound around the axles. A man had had to come out in a wrecking car and unwind them. 	 come 	 52.1 	 52.26 	 0.1599999999999966 	 0.997 	  Main2 
19 	 And he had got them wound around the axles. A man had had to come out in a wrecking car and unwind them. 	 out 	 52.26 	 52.52 	 0.2600000000000051 	 0.993 	  Main2 
19 	 And he had got them wound around the axles. A man had had to come out in a wrecking car and unwind them. 	 in 	 52.52 	 52.7 	 0.17999999999999972 	 0.946 	  Main2 
19 	 And he had got them wound around the axles. A man had had to come out in a wrecking car and unwind them. 	 a 	 52.7 	 52.78 	 0.0799999999999983 	 0.933 	  Main2 
19 	 And he had got them wound around the axles. A man had had to come out in a wrecking car and unwind them. 	 wrecking 	 52.78 	 53.14 	 0.35999999999999943 	 0.977 	  Main2 
19 	 And he had got them wound around the axles. A man had had to come out in a wrecking car and unwind them. 	 car 	 53.14 	 53.42 	 0.28000000000000114 	 0.998 	  Main2 
19 	 And he had got them wound around the axles. A man had had to come out in a wrecking car and unwind them. 	 and 	 53.42 	 53.68 	 0.259999999999998 	 0.812 	  Main2 
19 	 And he had got them wound around the axles. A man had had to come out in a wrecking car and unwind them. 	 unwind 	 53.68 	 54.12 	 0.4399999999999977 	 0.865 	  Main2 
19 	 And he had got them wound around the axles. A man had had to come out in a wrecking car and unwind them. 	 them. 	 54.12 	 54.38 	 0.2600000000000051 	 0.837 	  Main2 
21 	 A young grinning garage man. Since then, Mrs. Smith always made him drive to a garage to have the chains taken off. 	 A 	 54.86 	 54.98 	 0.11999999999999744 	 0.981 	  Main2 
21 	 A young grinning garage man. Since then, Mrs. Smith always made him drive to a garage to have the chains taken off. 	 young 	 54.98 	 55.26 	 0.28000000000000114 	 0.998 	  Main2 
21 	 A young grinning garage man. Since then, Mrs. Smith always made him drive to a garage to have the chains taken off. 	 grinning 	 55.26 	 55.72 	 0.46000000000000085 	 0.834 	  Main2 
21 	 A young grinning garage man. Since then, Mrs. Smith always made him drive to a garage to have the chains taken off. 	 garage 	 55.72 	 56.1 	 0.38000000000000256 	 0.845 	  Main2 
21 	 A young grinning garage man. Since then, Mrs. Smith always made him drive to a garage to have the chains taken off. 	 man. 	 56.1 	 56.44 	 0.3399999999999963 	 0.484 	  Main2 
21 	 A young grinning garage man. Since then, Mrs. Smith always made him drive to a garage to have the chains taken off. 	 Since 	 56.84 	 57.16 	 0.3199999999999932 	 0.949 	  Main2 
21 	 A young grinning garage man. Since then, Mrs. Smith always made him drive to a garage to have the chains taken off. 	 then, 	 57.16 	 57.44 	 0.28000000000000114 	 0.995 	  Main2 
21 	 A young grinning garage man. Since then, Mrs. Smith always made him drive to a garage to have the chains taken off. 	 Mrs. 	 57.66 	 57.72 	 0.060000000000002274 	 0.331 	  Main2 
21 	 A young grinning garage man. Since then, Mrs. Smith always made him drive to a garage to have the chains taken off. 	 Smith 	 57.86 	 58.24 	 0.38000000000000256 	 0.99 	  Main2 
21 	 A young grinning garage man. Since then, Mrs. Smith always made him drive to a garage to have the chains taken off. 	 always 	 58.24 	 58.58 	 0.3399999999999963 	 0.96 	  Main2 
21 	 A young grinning garage man. Since then, Mrs. Smith always made him drive to a garage to have the chains taken off. 	 made 	 58.58 	 58.76 	 0.17999999999999972 	 0.993 	  Main2 
21 	 A young grinning garage man. Since then, Mrs. Smith always made him drive to a garage to have the chains taken off. 	 him 	 58.76 	 58.98 	 0.21999999999999886 	 0.993 	  Main2 
21 	 A young grinning garage man. Since then, Mrs. Smith always made him drive to a garage to have the chains taken off. 	 drive 	 58.98 	 59.28 	 0.30000000000000426 	 0.957 	  Main2 
21 	 A young grinning garage man. Since then, Mrs. Smith always made him drive to a garage to have the chains taken off. 	 to 	 59.28 	 59.48 	 0.19999999999999574 	 0.973 	  Main2 
21 	 A young grinning garage man. Since then, Mrs. Smith always made him drive to a garage to have the chains taken off. 	 a 	 59.48 	 59.6 	 0.12000000000000455 	 0.984 	  Main2 
21 	 A young grinning garage man. Since then, Mrs. Smith always made him drive to a garage to have the chains taken off. 	 garage 	 59.6 	 60.04 	 0.4399999999999977 	 0.997 	  Main2 
21 	 A young grinning garage man. Since then, Mrs. Smith always made him drive to a garage to have the chains taken off. 	 to 	 60.04 	 60.28 	 0.240000000000002 	 0.741 	  Main2 
21 	 A young grinning garage man. Since then, Mrs. Smith always made him drive to a garage to have the chains taken off. 	 have 	 60.28 	 60.46 	 0.17999999999999972 	 0.971 	  Main2 
21 	 A young grinning garage man. Since then, Mrs. Smith always made him drive to a garage to have the chains taken off. 	 the 	 60.46 	 60.64 	 0.17999999999999972 	 0.932 	  Main2 
21 	 A young grinning garage man. Since then, Mrs. Smith always made him drive to a garage to have the chains taken off. 	 chains 	 60.64 	 60.94 	 0.29999999999999716 	 0.927 	  Main2 
21 	 A young grinning garage man. Since then, Mrs. Smith always made him drive to a garage to have the chains taken off. 	 taken 	 60.94 	 61.24 	 0.30000000000000426 	 0.979 	  Main2 
21 	 A young grinning garage man. Since then, Mrs. Smith always made him drive to a garage to have the chains taken off. 	 off. 	 61.24 	 61.48 	 0.23999999999999488 	 0.961 	  Main2 
23 	 The next time he thought, I'll wear my right arm in a sling. They won't grin at me then. 	 The 	 61.98 	 62.12 	 0.14000000000000057 	 0.975 	  Main2 
23 	 The next time he thought, I'll wear my right arm in a sling. They won't grin at me then. 	 next 	 62.12 	 62.4 	 0.28000000000000114 	 0.998 	  Main2 
23 	 The next time he thought, I'll wear my right arm in a sling. They won't grin at me then. 	 time 	 62.4 	 62.7 	 0.30000000000000426 	 0.997 	  Main2 
23 	 The next time he thought, I'll wear my right arm in a sling. They won't grin at me then. 	 he 	 62.7 	 62.92 	 0.21999999999999886 	 0.983 	  Main2 
23 	 The next time he thought, I'll wear my right arm in a sling. They won't grin at me then. 	 thought, 	 62.92 	 63.36 	 0.4399999999999977 	 0.994 	  Main2 
23 	 The next time he thought, I'll wear my right arm in a sling. They won't grin at me then. 	 I'll 	 63.82 	 63.94 	 0.11999999999999744 	 0.958 	  Main2 
23 	 The next time he thought, I'll wear my right arm in a sling. They won't grin at me then. 	 wear 	 63.94 	 64.1 	 0.1599999999999966 	 0.992 	  Main2 
23 	 The next time he thought, I'll wear my right arm in a sling. They won't grin at me then. 	 my 	 64.1 	 64.32 	 0.21999999999999886 	 0.996 	  Main2 
23 	 The next time he thought, I'll wear my right arm in a sling. They won't grin at me then. 	 right 	 64.32 	 64.6 	 0.28000000000000114 	 0.977 	  Main2 
23 	 The next time he thought, I'll wear my right arm in a sling. They won't grin at me then. 	 arm 	 64.6 	 64.82 	 0.21999999999999886 	 0.999 	  Main2 
23 	 The next time he thought, I'll wear my right arm in a sling. They won't grin at me then. 	 in 	 64.82 	 65.02 	 0.20000000000000284 	 0.93 	  Main2 
23 	 The next time he thought, I'll wear my right arm in a sling. They won't grin at me then. 	 a 	 65.02 	 65.14 	 0.12000000000000455 	 0.994 	  Main2 
23 	 The next time he thought, I'll wear my right arm in a sling. They won't grin at me then. 	 sling. 	 65.14 	 65.46 	 0.3199999999999932 	 0.953 	  Main2 
23 	 The next time he thought, I'll wear my right arm in a sling. They won't grin at me then. 	 They 	 66.08 	 66.26 	 0.18000000000000682 	 0.694 	  Main2 
23 	 The next time he thought, I'll wear my right arm in a sling. They won't grin at me then. 	 won't 	 66.26 	 66.56 	 0.29999999999999716 	 0.994 	  Main2 
23 	 The next time he thought, I'll wear my right arm in a sling. They won't grin at me then. 	 grin 	 66.56 	 66.74 	 0.1799999999999926 	 0.976 	  Main2 
23 	 The next time he thought, I'll wear my right arm in a sling. They won't grin at me then. 	 at 	 66.74 	 66.9 	 0.1600000000000108 	 0.652 	  Main2 
23 	 The next time he thought, I'll wear my right arm in a sling. They won't grin at me then. 	 me 	 66.9 	 67.04 	 0.14000000000000057 	 0.998 	  Main2 
23 	 The next time he thought, I'll wear my right arm in a sling. They won't grin at me then. 	 then. 	 67.04 	 67.26 	 0.21999999999999886 	 0.916 	  Main2 
25 	 I'll have my right arm in a sling and they'll see I couldn't possibly take the chains off myself. 	 I'll 	 67.68 	 67.94 	 0.2599999999999909 	 0.997 	  Main2 
25 	 I'll have my right arm in a sling and they'll see I couldn't possibly take the chains off myself. 	 have 	 67.94 	 68.06 	 0.12000000000000455 	 0.999 	  Main2 
25 	 I'll have my right arm in a sling and they'll see I couldn't possibly take the chains off myself. 	 my 	 68.06 	 68.28 	 0.21999999999999886 	 0.997 	  Main2 
25 	 I'll have my right arm in a sling and they'll see I couldn't possibly take the chains off myself. 	 right 	 68.28 	 68.56 	 0.28000000000000114 	 0.998 	  Main2 
25 	 I'll have my right arm in a sling and they'll see I couldn't possibly take the chains off myself. 	 arm 	 68.56 	 68.84 	 0.28000000000000114 	 0.999 	  Main2 
25 	 I'll have my right arm in a sling and they'll see I couldn't possibly take the chains off myself. 	 in 	 68.84 	 69.1 	 0.2599999999999909 	 0.996 	  Main2 
25 	 I'll have my right arm in a sling and they'll see I couldn't possibly take the chains off myself. 	 a 	 69.1 	 69.22 	 0.12000000000000455 	 0.997 	  Main2 
25 	 I'll have my right arm in a sling and they'll see I couldn't possibly take the chains off myself. 	 sling 	 69.22 	 69.54 	 0.3200000000000074 	 0.997 	  Main2 
25 	 I'll have my right arm in a sling and they'll see I couldn't possibly take the chains off myself. 	 and 	 69.54 	 69.7 	 0.1599999999999966 	 0.779 	  Main2 
25 	 I'll have my right arm in a sling and they'll see I couldn't possibly take the chains off myself. 	 they'll 	 69.7 	 69.98 	 0.28000000000000114 	 0.977 	  Main2 
25 	 I'll have my right arm in a sling and they'll see I couldn't possibly take the chains off myself. 	 see 	 69.98 	 70.2 	 0.21999999999999886 	 0.996 	  Main2 
25 	 I'll have my right arm in a sling and they'll see I couldn't possibly take the chains off myself. 	 I 	 70.2 	 70.36 	 0.1599999999999966 	 0.961 	  Main2 
25 	 I'll have my right arm in a sling and they'll see I couldn't possibly take the chains off myself. 	 couldn't 	 70.36 	 70.78 	 0.4200000000000017 	 0.994 	  Main2 
25 	 I'll have my right arm in a sling and they'll see I couldn't possibly take the chains off myself. 	 possibly 	 70.78 	 71.02 	 0.23999999999999488 	 0.997 	  Main2 
25 	 I'll have my right arm in a sling and they'll see I couldn't possibly take the chains off myself. 	 take 	 71.02 	 71.3 	 0.28000000000000114 	 0.995 	  Main2 
25 	 I'll have my right arm in a sling and they'll see I couldn't possibly take the chains off myself. 	 the 	 71.3 	 71.5 	 0.20000000000000284 	 0.988 	  Main2 
25 	 I'll have my right arm in a sling and they'll see I couldn't possibly take the chains off myself. 	 chains 	 71.5 	 71.74 	 0.23999999999999488 	 0.993 	  Main2 
25 	 I'll have my right arm in a sling and they'll see I couldn't possibly take the chains off myself. 	 off 	 71.74 	 71.96 	 0.21999999999999886 	 0.994 	  Main2 
25 	 I'll have my right arm in a sling and they'll see I couldn't possibly take the chains off myself. 	 myself. 	 71.96 	 72.28 	 0.3200000000000074 	 0.945 	  Main2 
27 	 He kicked at the slush on the sidewalk. Shoes. He said to himself. 	 He 	 72.88 	 73.08 	 0.20000000000000284 	 0.988 	  Main2 
27 	 He kicked at the slush on the sidewalk. Shoes. He said to himself. 	 kicked 	 73.08 	 73.38 	 0.29999999999999716 	 0.982 	  Main2 
27 	 He kicked at the slush on the sidewalk. Shoes. He said to himself. 	 at 	 73.38 	 73.58 	 0.20000000000000284 	 0.991 	  Main2 
27 	 He kicked at the slush on the sidewalk. Shoes. He said to himself. 	 the 	 73.58 	 73.78 	 0.20000000000000284 	 0.998 	  Main2 
27 	 He kicked at the slush on the sidewalk. Shoes. He said to himself. 	 slush 	 73.78 	 74.16 	 0.37999999999999545 	 0.985 	  Main2 
27 	 He kicked at the slush on the sidewalk. Shoes. He said to himself. 	 on 	 74.16 	 74.34 	 0.18000000000000682 	 0.996 	  Main2 
27 	 He kicked at the slush on the sidewalk. Shoes. He said to himself. 	 the 	 74.34 	 74.52 	 0.1799999999999926 	 0.998 	  Main2 
27 	 He kicked at the slush on the sidewalk. Shoes. He said to himself. 	 sidewalk. 	 74.52 	 74.94 	 0.4200000000000017 	 0.991 	  Main2 
27 	 He kicked at the slush on the sidewalk. Shoes. He said to himself. 	 Shoes. 	 75.66 	 76.4 	 0.7400000000000091 	 0.888 	  Main2 
